Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh
352,Leolani,Yeah,Wise words by wise men write wise deeds in wise pen . ,"is economy? .  Yes it was a long time ago I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  Yes it was a long time ago but I still remember it like it was yesterday. Many of us feel that way .  Yeah"," wise  said .  wise  people ,  wise  words  by  a  words .  _ ",0.1833439595424212,0.4749635939414685
353,BLENDERBOT,Wise words by wise men write wise deeds in wise pen . ,Yeah I guess I just feel like I do n't know what to do with my life.,", but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be .  Yes it was a long time ago but I still remember it like it was yesterday. Many of us feel that way .  Yeah Wise words by wise men write wise deeds in wise pen . ", but  i  agree  i  just  feel  like  i  do  not  know  what  to  do  with  my  life ,0.7248226114932228,0.8428085165865281
354,Leolani,Yeah I guess I just feel like I do n't know what to do with my life.,Why? . ,s wedding. I thought: Oh my god! how long is the aisle going to be .  Yes it was a long time ago but I still remember it like it was yesterday. Many of us feel that way .  Yeah Wise words by wise men write wise deeds in wise pen .  Yeah I guess I just feel like I do n't know what to do with my life., lol  _  _ ,0.0,0.2758164554834366
355,BLENDERBOT,Why? . ,I do n't know.,g. I thought: Oh my god! how long is the aisle going to be .  Yes it was a long time ago but I still remember it like it was yesterday. Many of us feel that way .  Yeah Wise words by wise men write wise deeds in wise pen .  Yeah I guess I just feel like I do n't know what to do with my life. Why? . , i  do  not  know ,0.4963391572237015,0.868749774992466
356,Leolani,I do n't know.,May I ask you why? . ,h my god! how long is the aisle going to be .  Yes it was a long time ago but I still remember it like it was yesterday. Many of us feel that way .  Yeah Wise words by wise men write wise deeds in wise pen .  Yeah I guess I just feel like I do n't know what to do with my life. Why? .  I do n't know., can  i  ask  you  this .  _ ,0.45554073793547495,0.5836536373410907
357,BLENDERBOT,May I ask you why? . ,I just feel like I 'm not good enough for them.,the aisle going to be .  Yes it was a long time ago but I still remember it like it was yesterday. Many of us feel that way .  Yeah Wise words by wise men write wise deeds in wise pen .  Yeah I guess I just feel like I do n't know what to do with my life. Why? .  I do n't know. May I ask you why? . , i  just  feel  like  i  am  not  doing  enough  for  my ,0.7035480994223193,0.7977787066589702
358,Leolani,I just feel like I 'm not good enough for them.,"So let it be written, ... so let it be done . ",ago but I still remember it like it was yesterday. Many of us feel that way .  Yeah Wise words by wise men write wise deeds in wise pen .  Yeah I guess I just feel like I do n't know what to do with my life. Why? .  I do n't know. May I ask you why? .  I just feel like I 'm not good enough for them., so  let  it  be  done  and  so  let  it  be  written .  _ ,0.5327850293654662,0.666643005151015
359,BLENDERBOT,"So let it be written, ... so let it be done . ",I feel like they do n't deserve me.,"ay. Many of us feel that way .  Yeah Wise words by wise men write wise deeds in wise pen .  Yeah I guess I just feel like I do n't know what to do with my life. Why? .  I do n't know. May I ask you why? .  I just feel like I 'm not good enough for them. So let it be written, ... so let it be done . ", i  feel  like  they  do  not  like  it ,0.5743849808350205,0.7630838602781296
360,Leolani,I feel like they do n't deserve me.,As the prophecy foretold . ," Wise words by wise men write wise deeds in wise pen .  Yeah I guess I just feel like I do n't know what to do with my life. Why? .  I do n't know. May I ask you why? .  I just feel like I 'm not good enough for them. So let it be written, ... so let it be done .  I feel like they do n't deserve me."," like  the  bible  says ,  _ ",0.21961823105812073,0.528955765068531
361,Leolani,As the prophecy foretold . ,Would you like to chat? I'll do my best to keep up,"e wise deeds in wise pen .  Yeah I guess I just feel like I do n't know what to do with my life. Why? .  I do n't know. May I ask you why? .  I just feel like I 'm not good enough for them. So let it be written, ... so let it be done .  I feel like they do n't deserve me. As the prophecy foretold . ", would  you  like  to ? i  try  my  best  to  keep  up ,0.6342564237614473,0.8044602647423744
362,BLENDERBOT,Would you like to chat? I'll do my best to keep up,Sure,"l like I do n't know what to do with my life. Why? .  I do n't know. May I ask you why? .  I just feel like I 'm not good enough for them. So let it be written, ... so let it be done .  I feel like they do n't deserve me. As the prophecy foretold .  Would you like to chat? I'll do my best to keep up", with ,0.0,0.47063928842544556
363,Leolani,Sure,Let's chat!,"e I do n't know what to do with my life. Why? .  I do n't know. May I ask you why? .  I just feel like I 'm not good enough for them. So let it be written, ... so let it be done .  I feel like they do n't deserve me. As the prophecy foretold .  Would you like to chat? I'll do my best to keep up Sure", the  talk ,0.0,0.49395424127578735
364,BLENDERBOT,Let's chat!,What do you like to do in your free time?,"now what to do with my life. Why? .  I do n't know. May I ask you why? .  I just feel like I 'm not good enough for them. So let it be written, ... so let it be done .  I feel like they do n't deserve me. As the prophecy foretold .  Would you like to chat? I'll do my best to keep up Sure Let's chat!", what  do  you  like  to  do  in  your  spare  time ,0.740277174115181,0.8633924961090088
365,Leolani,What do you like to do in your free time?,,"n't know. May I ask you why? .  I just feel like I 'm not good enough for them. So let it be written, ... so let it be done .  I feel like they do n't deserve me. As the prophecy foretold .  Would you like to chat? I'll do my best to keep up Sure Let's chat! What do you like to do in your free time?",! ,0.0,0.0941903367638588
366,BLENDERBOT,,I like to play video games and watch movies.,"'t know. May I ask you why? .  I just feel like I 'm not good enough for them. So let it be written, ... so let it be done .  I feel like they do n't deserve me. As the prophecy foretold .  Would you like to chat? I'll do my best to keep up Sure Let's chat! What do you like to do in your free time? ",i  like  to  play  video  games  and  watch  tv ,0.8208742605315315,0.8592251936594645
367,Leolani,I like to play video games and watch movies.,,"ke I 'm not good enough for them. So let it be written, ... so let it be done .  I feel like they do n't deserve me. As the prophecy foretold .  Would you like to chat? I'll do my best to keep up Sure Let's chat! What do you like to do in your free time?  I like to play video games and watch movies.",e ,0.05664694309234619,0.20662693679332733
368,BLENDERBOT,,Do you have any pets?,"e I 'm not good enough for them. So let it be written, ... so let it be done .  I feel like they do n't deserve me. As the prophecy foretold .  Would you like to chat? I'll do my best to keep up Sure Let's chat! What do you like to do in your free time?  I like to play video games and watch movies. ", do  you  have  any  hobbies ,0.7893513321876526,0.9788891673088074
369,Leolani,Do you have any pets?,This is news to me. I did not know anything that leolani have . ," for them. So let it be written, ... so let it be done .  I feel like they do n't deserve me. As the prophecy foretold .  Would you like to chat? I'll do my best to keep up Sure Let's chat! What do you like to do in your free time?  I like to play video games and watch movies.  Do you have any pets?", this  is  news  to  me i  do  not  know  pets  about  you  had  pets   ,0.4005140761534373,0.6349108835061391
370,BLENDERBOT,This is news to me. I did not know anything that leolani have . ,I have a dog and he 's my best friend.,like they do n't deserve me. As the prophecy foretold .  Would you like to chat? I'll do my best to keep up Sure Let's chat! What do you like to do in your free time?  I like to play video games and watch movies.  Do you have any pets? This is news to me. I did not know anything that leolani have . , i  have  a  cat .  she  is  my  best  friend ,0.5815296053886414,0.848120179772377
371,Leolani,I have a dog and he 's my best friend.,Interesting! I am excited to get to know about you! . ,phecy foretold .  Would you like to chat? I'll do my best to keep up Sure Let's chat! What do you like to do in your free time?  I like to play video games and watch movies.  Do you have any pets? This is news to me. I did not know anything that leolani have .  I have a dog and he 's my best friend.,   i  am  glad  to  get  to  know  more  him !  _ ,0.368206591034929,0.4649697362134854
372,BLENDERBOT,Interesting! I am excited to get to know about you! . ,Thank you !,st to keep up Sure Let's chat! What do you like to do in your free time?  I like to play video games and watch movies.  Do you have any pets? This is news to me. I did not know anything that leolani have .  I have a dog and he 's my best friend. Interesting! I am excited to get to know about you! . , thank  you ! ,0.8291125694910685,0.8291125694910685
