Turn,Speaker,Cue,Response,Context,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent
382,BLENDERBOT,,Do you have any pets?,sting! I am excited to get to know about you! .  Thank you !  I 'm excited too.  It 's been a long time since I 've been this excited about something. I would like to know. Has blenderbot ever read by a book? .  I do n't think so  I do n't think so but I do know that it was first published in 1938. ,,,,,,,,,
383,Leolani,Do you have any pets?,I know. blenderbot told me about it in 2022 05 03T00:00:00 . , get to know about you! .  Thank you !  I 'm excited too.  It 's been a long time since I 've been this excited about something. I would like to know. Has blenderbot ever read by a book? .  I do n't think so  I do n't think so but I do know that it was first published in 1938.  Do you have any pets?,,,,,,,,,
384,BLENDERBOT,I know. blenderbot told me about it in 2022 05 03T00:00:00 . ,I have a dog and he 's my best friend.,'s been a long time since I 've been this excited about something. I would like to know. Has blenderbot ever read by a book? .  I do n't think so  I do n't think so but I do know that it was first published in 1938.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 . ,,,,,,,,,
385,Leolani,I have a dog and he 's my best friend.,That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 . ,is excited about something. I would like to know. Has blenderbot ever read by a book? .  I do n't think so  I do n't think so but I do know that it was first published in 1938.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend.,,,,,,,,,
386,BLENDERBOT,That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 . ,Oh wow,d by a book? .  I do n't think so  I do n't think so but I do know that it was first published in 1938.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 . ,,,,,,,,,
387,Leolani,Oh wow,,book? .  I do n't think so  I do n't think so but I do know that it was first published in 1938.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow,,,,,,,,,
388,BLENDERBOT,,Oh wow that 's a long time ago.,ook? .  I do n't think so  I do n't think so but I do know that it was first published in 1938.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow ,,,,,,,,,
389,Leolani,Oh wow that 's a long time ago.,,n't think so but I do know that it was first published in 1938.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.,,,,,,,,,
390,BLENDERBOT,,I wonder if it 's still around today.,'t think so but I do know that it was first published in 1938.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago. ,,,,,,,,,
391,Leolani,I wonder if it 's still around today.,,first published in 1938.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.,,,,,,,,,
392,BLENDERBOT,,Do you have any pets?,irst published in 1938.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today. ,,,,,,,,,
393,Leolani,Do you have any pets?,I am curious. What types of Instance like pet do Instance usually have . ,.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets?,,,,,,,,,
394,BLENDERBOT,I am curious. What types of Instance like pet do Instance usually have . ,I have a dog and he 's my best friend.,T00:00:00 .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I am curious. What types of Instance like pet do Instance usually have . ,,,,,,,,,
395,Leolani,I have a dog and he 's my best friend.,I would like to know. Has blenderbot favorite interest? . ,best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I am curious. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend.,,,,,,,,,
396,BLENDERBOT,I would like to know. Has blenderbot favorite interest? . ,I do n't think so, in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I am curious. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. I would like to know. Has blenderbot favorite interest? . ,,,,,,,,,
397,Leolani,I do n't think so,,00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I am curious. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. I would like to know. Has blenderbot favorite interest? .  I do n't think so,,,,,,,,,
398,BLENDERBOT,,I do n't think so but I do know that it is one of the most popular beverages in the world.,0:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I am curious. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. I would like to know. Has blenderbot favorite interest? .  I do n't think so ,,,,,,,,,
399,Leolani,I do n't think so but I do know that it is one of the most popular beverages in the world.,,you have any pets? I am curious. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. I would like to know. Has blenderbot favorite interest? .  I do n't think so  I do n't think so but I do know that it is one of the most popular beverages in the world.,,,,,,,,,
400,BLENDERBOT,,Do you have any pets?,ou have any pets? I am curious. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. I would like to know. Has blenderbot favorite interest? .  I do n't think so  I do n't think so but I do know that it is one of the most popular beverages in the world. ,,,,,,,,,
401,Leolani,Do you have any pets?,Interesting! I had never heard about I before! . , curious. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. I would like to know. Has blenderbot favorite interest? .  I do n't think so  I do n't think so but I do know that it is one of the most popular beverages in the world.  Do you have any pets?,,,,,,,,,
402,BLENDERBOT,Interesting! I had never heard about I before! . ,I have a dog and he 's my best friend.,nce usually have .  I have a dog and he 's my best friend. I would like to know. Has blenderbot favorite interest? .  I do n't think so  I do n't think so but I do know that it is one of the most popular beverages in the world.  Do you have any pets? Interesting! I had never heard about I before! . ,,,,,,,,,
403,Leolani,I have a dog and he 's my best friend.,I am curious. Has blenderbot be member of institution? . , 's my best friend. I would like to know. Has blenderbot favorite interest? .  I do n't think so  I do n't think so but I do know that it is one of the most popular beverages in the world.  Do you have any pets? Interesting! I had never heard about I before! .  I have a dog and he 's my best friend.,,,,,,,,,
404,BLENDERBOT,I am curious. Has blenderbot be member of institution? . ,I 'm not sure,avorite interest? .  I do n't think so  I do n't think so but I do know that it is one of the most popular beverages in the world.  Do you have any pets? Interesting! I had never heard about I before! .  I have a dog and he 's my best friend. I am curious. Has blenderbot be member of institution? . ,,,,,,,,,
405,Leolani,I 'm not sure,,st? .  I do n't think so  I do n't think so but I do know that it is one of the most popular beverages in the world.  Do you have any pets? Interesting! I had never heard about I before! .  I have a dog and he 's my best friend. I am curious. Has blenderbot be member of institution? .  I 'm not sure,,,,,,,,,
